Timestamp,Label,Binary_Label,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Flow Pkts/s,Avg Pkt Size,Min Pkt Size,Protocol,day
2023-12-07 11:41:26.000000000,BENIGN,0,1000000.0,27.0,5722.0,93778.0,50.0,211.92592592592592,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:42:10.000000000,BENIGN,0,1.0,31.0,8283.0,15813000000.0,50000000.0,267.19354838709677,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:42:10.000000000,BENIGN,0,6000000.0,30.0,8794.0,3193.8333333333335,8.333333333333334,293.1333333333333,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:43:45.000000000,BENIGN,0,10000000.0,32.0,8354.0,1278.1,5.0,261.0625,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:44:05.000000000,BENIGN,0,1.0,29.0,6201.0,9577000000.0,50000000.0,213.82758620689654,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:44:52.000000000,BENIGN,0,7000000.0,33.0,8986.0,2553.4285714285716,7.142857142857143,272.3030303030303,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:44:52.000000000,BENIGN,0,1.0,31.0,7876.0,13122000000.0,50000000.0,254.06451612903226,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:45:07.000000000,BENIGN,0,4000000.0,30.0,6954.0,4234.5,12.5,231.8,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:45:11.000000000,BENIGN,0,1.0,31.0,10359.0,15673000000.0,50000000.0,334.16129032258067,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:45:17.000000000,BENIGN,0,1000000.0,32.0,8412.0,13325.0,50.0,262.875,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:45:34.000000000,BENIGN,0,15000000.0,25.0,3197.0,326.8666666666667,3.3333333333333335,127.88,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:47:42.000000000,BENIGN,0,1.0,30.0,10216.0,15709000000.0,50000000.0,340.53333333333336,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:47:43.000000000,BENIGN,0,1000000.0,29.0,10796.0,18034.0,50.0,372.2758620689655,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:47:55.000000000,BENIGN,0,8000000.0,23.0,2072.0,896.75,6.25,90.08695652173913,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:03.000000000,BENIGN,0,1.0,29.0,7272.0,11623000000.0,50000000.0,250.75862068965517,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:27.000000000,BENIGN,0,2000000.0,30.0,7848.0,8862.5,25.0,261.6,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:29.000000000,BENIGN,0,1000000.0,33.0,9994.0,20144.0,50.0,302.8484848484849,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:45.000000000,BENIGN,0,3000000.0,31.0,7764.0,5945.666666666667,16.666666666666668,250.4516129032258,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:50.000000000,BENIGN,0,1.0,29.0,10381.0,18491000000.0,50000000.0,357.9655172413793,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:48:56.000000000,BENIGN,0,1.0,29.0,10793.0,17490000000.0,50000000.0,372.17241379310343,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:49:08.000000000,BENIGN,0,43000000.0,50.0,1974.0,45.906976744186046,1.1627906976744187,39.48,22.0,17.0,lsnm2024_syn_flood
2023-12-07 11:49:14.000000000,BENIGN,0,1.0,28.0,8823.0,13148000000.0,50000000.0,315.10714285714283,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:49:27.000000000,BENIGN,0,1000000.0,32.0,9336.0,13925.0,50.0,291.75,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:50:03.000000000,BENIGN,0,11000000.0,31.0,7356.0,1026.7272727272727,4.545454545454546,237.29032258064515,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:50:39.000000000,BENIGN,0,1000000.0,32.0,8803.0,13851.0,50.0,275.09375,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:50:40.000000000,BENIGN,0,4000000.0,34.0,9494.0,4614.75,12.5,279.2352941176471,0.0,6.0,lsnm2024_syn_flood
2023-12-07 11:51:06.000000000,BENIGN,0,96000000.0,50.0,2770.0,28.854166666666668,0.5208333333333334,55.4,43.0,17.0,lsnm2024_syn_flood
