Timestamp,Label,Binary_Label,pkt_rate_ratio,Flow Duration,Flow IAT Max,Flow Pkts/s,Fwd Pkts/s,Flow IAT Mean,Pkt Len Max,Pkt Size Avg,Fwd IAT Tot,iat_variation,Fwd Header Len,Fwd IAT Mean,Fwd IAT Max,Subflow Fwd Byts,Flow IAT Std,TotLen Fwd Pkts,Flow IAT Min,Init Bwd Win Byts,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Bwd Seg Size Avg,Bwd Pkt Len Mean,Bwd Pkt Len Std,Pkt Len Mean,day
2023-12-07 11:41:02,BENIGN,0,0.5882352941176471,1000000.0,1000000.0,50.0,30.0,20408.163265306124,2896.0,241.98,1000000.0,6.999657016806175,1608.0,34482.75862068965,1000000.0,5065.0,142857.14285714284,5065.0,0.0,0.0,2896.0,7034.0,7034.0,351.7,351.7,844.6354616980599,241.98,lsnm2024_ddos_raw
2023-12-07 11:41:03,BENIGN,0,0.5263157894736842,7000000.0,7000000.0,7.142857142857143,4.285714285714286,142857.14285714287,2665.0,375.48,7000000.0,6.999951000342995,1560.0,241379.3103448276,7000000.0,7726.0,999999.9999999998,7726.0,0.0,0.0,2665.0,11048.0,11048.0,552.4,552.4,665.3533608067537,375.48,lsnm2024_ddos_raw
2023-12-07 11:41:10,BENIGN,0,0.540983606557377,11000000.0,10000000.0,4.545454545454546,3.0,224489.79591836734,770.0,230.22,11000000.0,6.382141551267192,1716.0,343750.0,10000000.0,7329.0,1432732.0365076554,7329.0,0.0,0.0,770.0,4182.0,4182.0,246.0,246.0,157.2589425120238,230.22,lsnm2024_ddos_raw
2023-12-07 11:41:26,BENIGN,0,0.5399999892000003,1.0,0.0,50000000.0,27000000.0,0.0,11584.0,1349.24,0.0,0.0,1428.0,0.0,0.0,5697.0,0.0,5697.0,0.0,0.0,11584.0,61765.0,61765.0,2685.4347826086955,2685.4347826086955,4053.442440759873,1349.24,lsnm2024_ddos_raw
2023-12-07 11:41:26,BENIGN,0,0.4799999904000002,1.0,0.0,50000000.0,24000000.0,0.0,14480.0,3305.24,0.0,0.0,1248.0,0.0,0.0,2032.0,0.0,2032.0,0.0,0.0,14480.0,163230.0,163230.0,6278.076923076923,6278.076923076923,4602.247137415173,3305.24,lsnm2024_ddos_raw
2023-12-07 11:41:27,BENIGN,0,0.3188405797101449,19000000.0,9000000.0,2.6315789473684212,1.1578947368421053,387755.10204081633,1448.0,137.66,19000000.0,3.861826541938298,1152.0,904761.9047619047,9000000.0,2645.0,1497446.8066597595,2645.0,0.0,0.0,1448.0,4238.0,4238.0,151.35714285714286,151.35714285714286,349.73420746763657,137.66,lsnm2024_ddos_raw
2023-12-07 11:41:47,BENIGN,0,0.4461538461538461,15000000.0,10000000.0,3.3333333333333335,1.9333333333333333,306122.44897959183,770.0,218.0,12000000.0,4.90923449056362,1508.0,428571.4285714286,10000000.0,6191.0,1502831.7941009048,6191.0,0.0,0.0,770.0,4709.0,4709.0,224.23809523809524,224.23809523809524,212.4118416571696,218.0,lsnm2024_ddos_raw
2023-12-07 11:42:16,BENIGN,0,0.3913043478260869,19000000.0,10000000.0,2.6315789473684212,1.4210526315789473,387755.10204081633,3083.0,166.58,19000000.0,4.303056373455629,1428.0,730769.2307692308,10000000.0,1847.0,1668536.366233046,1847.0,0.0,0.0,3083.0,6482.0,6482.0,281.82608695652175,281.82608695652175,874.5621580993809,166.58,lsnm2024_ddos_raw
2023-12-07 11:42:16,BENIGN,0,0.6199999876000003,1.0,0.0,50000000.0,31000000.0,0.0,770.0,303.68,0.0,0.0,1612.0,0.0,0.0,10030.0,0.0,10030.0,0.0,0.0,770.0,5154.0,5154.0,271.2631578947368,271.2631578947368,120.77658074370359,303.68,lsnm2024_ddos_raw
2023-12-07 11:42:25,BENIGN,0,0.6578947368421052,26000000.0,3000000.0,1.9230769230769231,1.9230769230769231,530612.2448979592,63.0,42.04,26000000.0,1.7671707807500223,400.0,530612.2448979592,3000000.0,2102.0,937684.2222626293,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.04,lsnm2024_ddos_raw
2023-12-07 11:42:35,BENIGN,0,0.5599999888000002,1.0,0.0,50000000.0,28000000.0,0.0,566.0,258.24,0.0,0.0,1480.0,0.0,0.0,9293.0,0.0,9293.0,0.0,0.0,268.0,3619.0,3619.0,164.5,164.5,127.61801261129693,258.24,lsnm2024_ddos_raw
2023-12-07 11:42:35,BENIGN,0,0.5636363636363636,5000000.0,3000000.0,10.0,6.2,102040.8163265306,5792.0,390.16,5000000.0,4.581257684091463,1612.0,166666.66666666666,3000000.0,8720.0,467479.8551445681,8720.0,0.0,0.0,5792.0,10788.0,10788.0,567.7894736842105,567.7894736842105,1270.755574842838,390.16,lsnm2024_ddos_raw
2023-12-07 11:42:40,BENIGN,0,0.20869565217391306,65000000.0,50000000.0,0.7692307692307693,0.36923076923076925,1326530.612244898,1832.0,123.94,65000000.0,5.482440505294022,1256.0,2826086.9565217393,50000000.0,2985.0,7272630.642524412,2985.0,0.0,0.0,1832.0,3212.0,3212.0,123.53846153846153,123.53846153846153,366.66608578042565,123.94,lsnm2024_ddos_raw
2023-12-07 11:43:45,BENIGN,0,0.5599999888000002,1.0,0.0,50000000.0,28000000.0,0.0,3083.0,290.5,0.0,0.0,1488.0,0.0,0.0,7125.0,0.0,7125.0,0.0,0.0,3083.0,7400.0,7400.0,336.3636363636364,336.3636363636364,663.4146548946626,290.5,lsnm2024_ddos_raw
2023-12-07 11:44:39,BENIGN,0,0.5599999888000002,1.0,0.0,50000000.0,28000000.0,0.0,537.0,227.48,0.0,0.0,1464.0,0.0,0.0,7290.0,0.0,7290.0,0.0,0.0,268.0,4084.0,4084.0,185.63636363636363,185.63636363636363,116.79715646185807,227.48,lsnm2024_ddos_raw
2023-12-07 11:44:46,BENIGN,0,0.6470588235294118,1000000.0,1000000.0,50.0,33.0,20408.163265306124,770.0,293.1,1000000.0,6.999657016806175,1716.0,31250.0,1000000.0,9873.0,142857.14285714284,9873.0,0.0,0.0,770.0,4782.0,4782.0,281.29411764705884,281.29411764705884,126.39163575266875,293.1,lsnm2024_ddos_raw
