Timestamp,Label,Binary_Label,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Flow Pkts/s,Avg Pkt Size,Min Pkt Size,Protocol,day
2023-12-07 11:40:58.000000000,BENIGN,0,72000000.0,50.0,1097.0,15.23611111111111,0.6944444444444444,21.94,0.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:41:03.000000000,BENIGN,0,1.0,31.0,9452.0,14699000000.0,50000000.0,304.9032258064516,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:41:46.000000000,BENIGN,0,1000000.0,29.0,8253.0,16048.0,50.0,284.58620689655174,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:41:55.000000000,BENIGN,0,30000000.0,50.0,2118.0,70.6,1.6666666666666667,42.36,22.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:42:40.000000000,BENIGN,0,1.0,29.0,10974.0,16752000000.0,50000000.0,378.41379310344826,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:42:51.000000000,BENIGN,0,39000000.0,50.0,2272.0,58.256410256410255,1.2820512820512822,45.44,22.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:44:47.000000000,BENIGN,0,45000000.0,50.0,2140.0,47.55555555555556,1.1111111111111112,42.8,22.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:44:56.000000000,BENIGN,0,70000000.0,50.0,1133.0,16.185714285714287,0.7142857142857143,22.66,0.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:45:25.000000000,BENIGN,0,1.0,28.0,9500.0,19389000000.0,50000000.0,339.2857142857143,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:45:37.000000000,BENIGN,0,59000000.0,50.0,2462.0,41.728813559322035,0.847457627118644,49.24,22.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:46:07.000000000,BENIGN,0,64000000.0,50.0,1307.0,20.421875,0.78125,26.14,0.0,17.0,lsnm2024_icmp_flood
2023-12-07 11:46:40.000000000,BENIGN,0,1.0,29.0,6815.0,15501000000.0,50000000.0,235.0,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:47:27.000000000,BENIGN,0,1.0,29.0,8273.0,46737000000.0,50000000.0,285.2758620689655,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:47:33.000000000,BENIGN,0,1000000.0,29.0,11027.0,16352.0,50.0,380.2413793103448,0.0,6.0,lsnm2024_icmp_flood
2023-12-07 11:47:44.000000000,BENIGN,0,1.0,31.0,8950.0,17503000000.0,50000000.0,288.7096774193548,0.0,6.0,lsnm2024_icmp_flood
