Timestamp,Label,Binary_Label,pkt_rate_ratio,Flow Duration,Flow IAT Max,Flow Pkts/s,Fwd Pkts/s,Flow IAT Mean,Pkt Len Max,Pkt Size Avg,Fwd IAT Tot,iat_variation,Fwd Header Len,Fwd IAT Mean,Fwd IAT Max,Subflow Fwd Byts,Flow IAT Std,TotLen Fwd Pkts,Flow IAT Min,Init Bwd Win Byts,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Bwd Seg Size Avg,Bwd Pkt Len Mean,Bwd Pkt Len Std,Pkt Len Mean,day
2023-12-07 11:41:00,BENIGN,0,0.4807692307692307,54000000.0,5000000.0,0.9259259259259259,0.9259259259259259,1102040.8163265307,63.0,52.04,54000000.0,1.5634110949552602,400.0,1102040.8163265307,5000000.0,2602.0,1722944.402749545,2602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.04,lsnm2024_ddos_icmp
2023-12-07 11:43:31,BENIGN,0,0.39682539682539686,76000000.0,5000000.0,0.6578947368421053,0.6578947368421053,1551020.4081632653,63.0,48.76,76000000.0,1.3230274801963764,400.0,1551020.4081632653,5000000.0,2438.0,2052043.9453728802,2438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.76,lsnm2024_ddos_icmp
2023-12-07 11:43:55,BENIGN,0,0.39999999999999997,10000000.0,5000000.0,5.0,2.4,204081.6326530612,2571.0,168.46,10000000.0,4.241097388791286,1272.0,434782.60869565216,5000000.0,2068.0,865534.3204425492,2068.0,0.0,0.0,2571.0,6355.0,6355.0,244.42307692307693,244.42307692307693,645.0879737261839,168.46,lsnm2024_ddos_icmp
2023-12-07 11:44:39,BENIGN,0,0.543859649122807,7000000.0,6000000.0,7.142857142857143,4.428571428571429,142857.14285714287,1750.0,355.2,7000000.0,6.062135391543329,1612.0,233333.33333333334,6000000.0,7974.0,866025.4037844386,7974.0,0.0,0.0,1750.0,9786.0,9786.0,515.0526315789474,515.0526315789474,487.2053495514791,355.2,lsnm2024_ddos_icmp
2023-12-07 11:44:47,BENIGN,0,0.5818181818181819,5000000.0,5000000.0,10.0,6.4,102040.8163265306,2577.0,354.26,5000000.0,6.999931400672274,1672.0,161290.32258064515,5000000.0,8372.0,714285.7142857143,8372.0,0.0,0.0,2577.0,9341.0,9341.0,518.9444444444445,518.9444444444445,671.1052755340799,354.26,lsnm2024_ddos_icmp
2023-12-07 11:44:59,BENIGN,0,0.6199999876000003,1.0,0.0,50000000.0,31000000.0,0.0,770.0,271.34,0.0,0.0,1612.0,0.0,0.0,8412.0,0.0,8412.0,0.0,0.0,770.0,5155.0,5155.0,271.3157894736842,271.3157894736842,120.76425732787503,271.34,lsnm2024_ddos_icmp
2023-12-07 11:45:29,BENIGN,0,0.5799999884000002,1.0,0.0,50000000.0,29000000.0,0.0,537.0,262.6,0.0,0.0,1516.0,0.0,0.0,8821.0,0.0,8821.0,0.0,0.0,267.0,4309.0,4309.0,205.1904761904762,205.1904761904762,102.65360151870905,262.6,lsnm2024_ddos_icmp
2023-12-07 11:46:40,BENIGN,0,0.5999999880000002,1.0,0.0,50000000.0,30000000.0,0.0,770.0,255.9,0.0,0.0,1568.0,0.0,0.0,7883.0,0.0,7883.0,0.0,0.0,770.0,4912.0,4912.0,245.6,245.6,144.31486045230554,255.9,lsnm2024_ddos_icmp
2023-12-07 11:47:11,BENIGN,0,0.47169811320754723,56000000.0,5000000.0,0.8928571428571429,0.8928571428571429,1142857.142857143,47.0,27.22,56000000.0,1.4288677663642249,1248.0,1142857.142857143,5000000.0,1361.0,1632993.161855452,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.22,lsnm2024_ddos_icmp
2023-12-07 11:47:34,BENIGN,0,0.5714285714285714,6000000.0,6000000.0,8.333333333333334,5.333333333333333,122448.97959183673,2896.0,373.46,6000000.0,6.9999428338001906,1664.0,193548.38709677418,6000000.0,8375.0,857142.8571428572,8375.0,0.0,0.0,2896.0,10298.0,10298.0,572.1111111111111,572.1111111111111,719.3443819682482,373.46,lsnm2024_ddos_icmp
2023-12-07 11:48:18,BENIGN,0,0.5087719298245614,7000000.0,3000000.0,7.142857142857143,4.142857142857143,142857.14285714287,2474.0,235.56,7000000.0,4.2865770438312545,1548.0,250000.0,3000000.0,4483.0,612372.4356957945,4483.0,0.0,0.0,2474.0,7295.0,7295.0,347.3809523809524,347.3809523809524,693.0617199204179,235.56,lsnm2024_ddos_icmp
2023-12-07 11:48:25,BENIGN,0,0.6346153846153846,2000000.0,2000000.0,25.0,16.5,40816.32653061225,2439.0,387.76,2000000.0,6.999828504201646,1716.0,62500.0,2000000.0,9903.0,285714.2857142857,9903.0,0.0,0.0,2439.0,9485.0,9485.0,557.9411764705883,557.9411764705883,654.3011988553355,387.76,lsnm2024_ddos_icmp
2023-12-07 11:48:30,BENIGN,0,0.5166666666666667,10000000.0,10000000.0,5.0,3.1,204081.6326530612,770.0,232.98,10000000.0,6.999965700168069,1612.0,333333.3333333333,10000000.0,6979.0,1428571.4285714284,6979.0,0.0,0.0,770.0,4670.0,4670.0,245.78947368421052,245.78947368421052,148.26686861023734,232.98,lsnm2024_ddos_icmp
2023-12-07 11:48:48,BENIGN,0,0.6153846153846154,2000000.0,2000000.0,25.0,16.0,40816.32653061225,1843.0,317.24,2000000.0,6.999828504201646,1664.0,64516.12903225807,2000000.0,8417.0,285714.2857142857,8417.0,0.0,0.0,1843.0,7445.0,7445.0,413.6111111111111,413.6111111111111,432.92101424528175,317.24,lsnm2024_ddos_icmp
2023-12-07 11:48:50,BENIGN,0,0.6078431372549019,1000000.0,1000000.0,50.0,31.0,20408.163265306124,2955.0,408.12,1000000.0,6.999657016806175,1612.0,33333.333333333336,1000000.0,9926.0,142857.14285714284,9926.0,0.0,0.0,2955.0,10480.0,10480.0,551.578947368421,551.578947368421,715.9765138753174,408.12,lsnm2024_ddos_icmp
2023-12-07 11:48:51,BENIGN,0,0.5999999880000002,1.0,0.0,50000000.0,30000000.0,0.0,770.0,287.7,0.0,0.0,1560.0,0.0,0.0,9398.0,0.0,9398.0,0.0,0.0,770.0,4987.0,4987.0,249.35,249.35,144.62447743616642,287.7,lsnm2024_ddos_icmp
2023-12-07 11:48:52,BENIGN,0,0.6078431372549019,1000000.0,1000000.0,50.0,31.0,20408.163265306124,2186.0,382.4,1000000.0,6.999657016806175,1612.0,33333.333333333336,1000000.0,8821.0,142857.14285714284,8821.0,0.0,0.0,2186.0,10299.0,10299.0,542.0526315789474,542.0526315789474,600.001988300799,382.4,lsnm2024_ddos_icmp
2023-12-07 11:48:56,BENIGN,0,0.5961538461538461,2000000.0,2000000.0,25.0,15.5,40816.32653061225,2903.0,375.12,2000000.0,6.999828504201646,1612.0,66666.66666666667,2000000.0,8729.0,285714.2857142857,8729.0,0.0,0.0,2903.0,10027.0,10027.0,527.7368421052631,527.7368421052631,705.5595763572866,375.12,lsnm2024_ddos_icmp
2023-12-07 11:49:14,BENIGN,0,0.4603174603174603,13000000.0,4000000.0,3.8461538461538463,2.230769230769231,265306.1224489796,2896.0,287.26,13000000.0,3.5068833401591917,1516.0,464285.71428571426,4000000.0,5924.0,930401.1277419012,5924.0,0.0,0.0,2896.0,8439.0,8439.0,401.85714285714283,401.85714285714283,795.8081606589798,287.26,lsnm2024_ddos_icmp
2023-12-07 11:49:18,BENIGN,0,0.38167938931297707,81000000.0,5000000.0,0.6172839506172839,0.6172839506172839,1653061.224489796,47.0,20.44,81000000.0,1.0590087018553334,1672.0,1653061.224489796,5000000.0,1022.0,1750607.2804430285,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.44,lsnm2024_ddos_icmp
