Timestamp,Label,Binary_Label,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Flow Pkts/s,Avg Pkt Size,Min Pkt Size,Protocol,day
2023-12-07 11:41:00.000000000,BENIGN,0,54000000.0,50.0,2602.0,48.18518518518518,0.9259259259259259,52.04,32.0,17.0,lsnm2024_ddos_icmp
2023-12-07 11:43:31.000000000,BENIGN,0,76000000.0,50.0,2438.0,32.078947368421055,0.6578947368421053,48.76,26.0,17.0,lsnm2024_ddos_icmp
2023-12-07 11:43:55.000000000,BENIGN,0,10000000.0,24.0,2068.0,842.3,5.0,86.16666666666667,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:44:39.000000000,BENIGN,0,7000000.0,31.0,7974.0,2537.1428571428573,7.142857142857143,257.2258064516129,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:44:47.000000000,BENIGN,0,5000000.0,32.0,8372.0,3542.6,10.0,261.625,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:44:59.000000000,BENIGN,0,1.0,31.0,8412.0,13567000000.0,50000000.0,271.35483870967744,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:45:29.000000000,BENIGN,0,1.0,29.0,8821.0,13130000000.0,50000000.0,304.17241379310343,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:46:40.000000000,BENIGN,0,1.0,30.0,7883.0,12795000000.0,50000000.0,262.76666666666665,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:47:11.000000000,BENIGN,0,56000000.0,50.0,1361.0,24.303571428571427,0.8928571428571429,27.22,0.0,17.0,lsnm2024_ddos_icmp
2023-12-07 11:47:34.000000000,BENIGN,0,6000000.0,32.0,8375.0,3112.1666666666665,8.333333333333334,261.71875,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:48:18.000000000,BENIGN,0,7000000.0,29.0,4483.0,1682.5714285714287,7.142857142857143,154.58620689655172,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:48:25.000000000,BENIGN,0,2000000.0,33.0,9903.0,9694.0,25.0,300.09090909090907,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:48:30.000000000,BENIGN,0,10000000.0,31.0,6979.0,1164.9,5.0,225.1290322580645,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:48:48.000000000,BENIGN,0,2000000.0,32.0,8417.0,7931.0,25.0,263.03125,0.0,6.0,lsnm2024_ddos_icmp
2023-12-07 11:48:50.000000000,BENIGN,0,1000000.0,31.0,9926.0,20406.0,50.0,320.19354838709677,0.0,6.0,lsnm2024_ddos_icmp
